Text,Label
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/I69jlQhzS5",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/zTsfabQ3nc",negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/qglL1AsOfT",positif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/LRDt8C5G5T",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/lcWYEgvvTn",netral
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/ZYUyNmGkR1",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/p69y75HraK",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/TAcqPS7VVV",netral
"Radar Bogor : Gagal Gelar Piala Dunia U-20, Kerugian Indonesia Rp3,7 Triliun  https://t.co/f6MfDXhOKW",negatif
"enurunan itu dampak dari sikap Ganjar yang juga kader PDIP, menolak kedatangan tim nasional (timnas) Israel pada ajang Piala Dunia U-20. #MediaIndonesia #ReferensiBangsa #Ganjar

Sumber: https://t.co/a3OHn0MlaA",negatif
Elite PDIP Ungkap Punya Landasan Fundamental Tolak Israel di Piala Dunia U-20: Ini Tentang Kemanusiaan! https://t.co/5UHm6yDJbc,negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/hn9ILcEw6L",positif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/LDYMTROrvt",positif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/PYYfMntgoN",negatif
"Terkait keputusan FIFA yg membatalkan Indonesia sbg Tuan Rumah Piala Dunia U-20 @Dr_Moeldoko enggan berkomentar lebih jauh &amp; menyerahkan urusan tersebut kepada Ketua Umum PSSI Erick Thohir.

#MoeldokoPenjagaNKRI
https://t.co/GaGxPksSJQ",negatif
"Pesan CEO @radotvalent untuk Timnas U-20 yang harus mengubur mimpinya tampil di Piala Dunia U-20 2023.

Rasa kecewa pasti ada. Tapi jangan sampai berputus asa 💪💪💪 https://t.co/eMEEixjDe2",positif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/q6yLFwJKSt",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/GySTTPA6FH",positif
"Buntut Gagalnya Piala Dunia U-20, Pendukung Ganjar Kini Hanya Bisa Dihitung Jari.",negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Pakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/o95qP3lGg3",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/Vdxoz97mIJ",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/Q4j9dtYra5",negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Pakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/MWu6cT1hBQ",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/zvSNOuhAZW",positif
"Indonesia bisa ikut piala Dunia U 20 krn faktor jadi tuan rumah sedangkan Israel lolos lewat kualifikasi. 
Politikus.. Politikus.. 
Gitu aja kok nanya 🤦‍♀️🤦‍♀️🤦‍♀️",positif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/noJkXOeSoG",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/SKeIbQlSk9",negatif
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/lBru7J52zx",positif
"Kepala Staf Presiden @Dr_Moeldoko berharap punggawa Timnas U-20 tidak merasa gagal meski batal belaga di Piala Dunia-20 di Tanah Air sendiri

#MoeldokoPenjagaNKRI 

https://t.co/GaGxPksSJQ",positif
"AHY Sentil Gagalnya piala Dunia U-20
AHY Dukung Timnas
https://t.co/ktResCrCOx",negatif
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/JBLddQXca1",positif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/BgE09t8MOE",negatif
@MarahIchsan Walaupun GP gagalkan piala dunia u-20 di Indonesia saya tetap mendukung GP jd capres 2024,negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/Vs5WsaEa4P",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/hCT5F18rH4",netral
Plt Menpora Minta Penggemar Sepak Bola Tak Sedih Berlarut-larut Usai Indonesia Gagal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/9NTthPCwvs,negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/IHlAV7DQ6k",positif
"Pernyataan Presiden FIFA tentang penetapan Argentina sebagai tuan rumah pengganti Piala Dunia U-20. 
@BiLLRaY2019 @johnhendrik3 @Miduk17 @Syarman59 @NyaiiBubu @MurtadhaOne @kurawa @CoachJustinL @panjiraden @edwinsdinata @eddibrokoli @Irwan2yah1 @03__nakula @narkosun @YRadianto https://t.co/eNzVPTRVA9",netral
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/OJQT2bDAVj",netral
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/XfkaIsXnLE",positif
@idextratime Yg jelas udah pasti masuk piala dunia u-20 aja bisa gk jadi~,positif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/XE0TDBZIuj",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/TqSC8wcYtH",netral
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/CYivSGWWNj",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/IHeqr0ELiG",negatif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/6uLuvdvcZo",negatif
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/1YheRFc2fT",positif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/qLzxPwPRsW",negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Pakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/tXHnSbGW9o",negatif
Erick Thohir bicara potensi sanksi dari FIFA usai pembatalan Indonesia sebagai tuan rumah Piala Dunia U-20. Erick menyebut sejumlah sanksi membayangi Indonesia seperti tak bisa kompetisi secara maksimal di seluruh dunia sebagai timnas atau sebagai klub. https://t.co/e92OfFxCK5,positif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/JTiWgEHkHo",positif
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/JE1Av0wzA7",positif
Menarik untuk disimak tulisan dari Pak LaNyalla mengenai persoalan Piala Dunia U-20.,positif
Apa yg terjadi sebenarnya sehingga Indonesia Gagal mwnjadi tuan rumah Piala Dunia U 20 ?,negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/NE7npu2Iok",positif
"Pernyataan Presiden FIFA tentang penetapan Argentina sebagai tuan rumah pengganti Piala Dunia U-20. 
@dwioktariyadi @ferdinand_mpu @Uki23 @AnakLolina2 @Paltiwest @BuayaUbanan @cagubnyinyir2 @PartBurungGalak @alextham878 @__AnakKolong @Irwan2yah1 @GagakNewww @hayder_imron https://t.co/I7pknk4KEY",netral
"AHY Sentil Gagalnya piala Dunia U-20
AHY Dukung Timnas
https://t.co/BinOhhjH56",negatif
"Siap Gantikan Indonesia, Argentina Ajukan Proposal Resmi untuk Menjadi Tuan Rumah Piala Dunia U-20 2023

https://t.co/XY6WIgfdFP",positif
"gbk kan gak jadi tuh dipake buat piala dunia u-20, gimana kalo dipake aja venue nya buat agustD 😁 daripada di ICE",netral
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/sYYCGM6m7G",netral
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/lVe54oGYXh",negatif
"alasan utama FIFA membatakkan Indonesia sebagai tuan rumah Piala Dunia U-20.

Ia menilai bahwa standar keselamatan dalam lapangan maupun di luar harus ditingkatkan secepatnya. Indonesia kehilangan status sebagai tuan rumah Piala Dunia U-20 setelah FIFA mencabut",positif
"AHY Sentil Gagalnya piala Dunia U-20
AHY Dukung Timnas
https://t.co/GNZKU77Kly",negatif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/qbglmSviJ4",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/R1GYSggmUT",positif
"4 Kerugian Akibat Gagalnya Piala Dunia U-20 Menurut AHY
AHY Dukung Timnas
https://t.co/YPfWICNw3X",negatif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/9odPh1v5R6",netral
"*AHY Sesalkan Gagalnya Piala Dunia U-20: Banyak Kerugian Indonesia* 

Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono sangat menyesalkan dan menyayangkan pembatalan Indonesia menjadi tuan rumah Piala Dunia U20.

Baca selengkapnya https://t.co/zVyqZbLARn https://t.co/aCXuV3mFvz",negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/lZkHdEFGGV",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/sHWtwWfsGb",netral
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/zQCfyHQ3m7",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/xNsBVx7Ynd",positif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/OoVJSsWJTU",positif
Cerita Hugo Samir Usai Indonesia Batal Gelar Piala Dunia U-20 https://t.co/hp4WBhpMem,netral
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/L8YvgTNPSo",negatif
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/vwMXi3awiL",positif
Persebaya harus terusir dari GBT usai renovasi untuk persiapan Piala Dunia U-20. #kumparanBOLA #bola #happening #text https://t.co/dTzSKaNdxS,negatif
"Silahkan simak ulasan Mba Nana diatas, Supaya netizen sadar dan tidak terlalu menyalahkan politikus2 yg keras menolak israel ikut piala dunia U 20 di indonesia

------
Lebay Hary Tanoesoedibjo Sore Liverpool Kanjuruhan Pengusaha FIFA Dilan Dilarang Israel https://t.co/YCVHTupvef",positif
Penolakan atas kehadiran timnas sepak bola Israel dalam Piala Dunia U-20 2023 di Indonesia oleh sejumlah kader PDI Perjuangan bukan untuk kepentingan elektoral maupun menentang Federasi Sepak Bola Internasional atau FIFA.,negatif
PDI Perjuangan Buka Suara Soal Tolak Timnas Israel di Piala Dunia U 20 https://t.co/ltPgypqUvJ,negatif
"indahjp - Di Mana Piala Dunia U-20 Digelar Setelah Indonesia Gagal Jadi Tuan Rumah?
https://t.co/39BNMJXHof
#infoslotgacor #slotgacor #slotindonesia #gameslotgacor https://t.co/l844w6blDF",negatif
Begini Tanggapan Pegiat Olahraga Di Sulut Soal Piala Dunia U-20 Batal Dilaksanakan https://t.co/btHOcBRgOx,netral
"Sekarang ketika persiapan sudah 99% untuk menyambut turnamen piala dunia u-20 2023 malah 99%  gagal sa pikir Negara ini ( INDONESIA ) lebih baik bermain Drama saja di bandingkan sepak bola. Krna politik juga ikut serta dan merusak masa depan anak Indonesia,. Sama dgn pon20",negatif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/oQgQ1FuL5H",netral
"RI Gagal Gelar Piala Dunia U-20, Anak Buah AHY Sindir Keras Pemerintah
AHY Dukung Timnas
https://t.co/nIgm00ltm3",positif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/9nuAKaayb7",negatif
"AHY Sesalkan Piala Dunia U-20 Batal Digelar di Indonesia: Malu
AHY Dukung Timnas
https://t.co/uh2NEEjAA6",negatif
TERBARU! FIFA tunjuk Argentina tuan rumah Piala Dunia U-20 gantikan Indonesia - Jakarta Insider https://t.co/UO24Ghxbol,netral
"Wali Kota Solo, Gibran Rakabuming Raka, mengisyaratkan Stadion Manahan bisa kembali digunakan Persis Solo, setelah Piala Dunia U-20 2023 di Indonesia batak digelar.

SELENGKAPNYA DI https://t.co/JuU1BLt5pU
.
#suroboyowani27 #surabaya #bonek #persebaya  #Indonesia https://t.co/HGsoWtL7Rt",netral
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/5EtDUMuQta",positif
"FIFA Coret Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023, Begini Tanggapan Ganjar Pranowo https://t.co/wiJKwuvx2E",netral
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Pakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/6aU9bCMhGY",negatif
"Dlm acara MNC News para pemain muda Timnas U-20 Indonesia menyatakan rasa kecewa &amp; sedih mereka atas dibatalkannya Indonesia sbg Tuan Rumah Piala Dunia U-20 

Tetap semangat utk Timnas U-20 Indonesia, krn kejadian ini hanya mimpi yg tertunda 

@erickthohir 
#GueBarengErickThohir https://t.co/Nl0SBHiL6q",negatif
"FIFA Batalkan Indonesia Jadi Tuan Rumah Piala Dunia U-20, Bahlil Akan Cek Dampak Iklim Investasi https://t.co/ujvJJwzZL3",negatif
"Gagalnya Piala Dunia U-20 di Indonesia ternyata berdampak juga pada kerugian potensi, benefit/keuntungan ekonomi yg bisa dihasilkan.
AHY Dukung Timnas
https://t.co/3kK3sdMWwR",negatif
@ichaakartika__ Sedih yaa yg kena PHP ga kita doang.. para UMKM ikut terdampakkerugian karena udah bikin merch piala dunia U-20 😞 #KamiSudahBerkorban,negatif
"Ketua PSSI, Erick Thohir masih terus melobi FIFA agar Indonesia tak kena sanksi berat setelah dicoret dari tuan rumah Piala Dunia U-20 2023.

https://t.co/yqV56Hjax5",negatif
"Keringat &amp; air mata sudah tumpah dalam setiap langkah perjuangan Pak Erick Thohir demi Piala Dunia U-20. Kita merasakan kesedihan itu, juga pahitnya menyimpan luka yg perih krena kita kehilangan momentum bagi talenta muda Indonesia tampil di panggung dunia
#GueBarengErickThohir https://t.co/flE641MPIV",negatif
"Indonesia Batal Tuan Rumah Piala Dunia U-20, AHY: Kita Malu
AHY Dukung Timnas
https://t.co/Mn6VLLR3kW",negatif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/y7ruYG7Z8L",netral
Peluang Ganjar Nyapres Dianggap Kecil Usai Piala Dunia U-20 di Indonesia Batal https://t.co/4HcLcTgKi7 #TempoNasional,positif
"AHY Sesalkan Gagalnya Piala Dunia U-20: Banyak Kerugian Indonesia
AHY Dukung Timnas
https://t.co/wb66YnYl5H",negatif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/ADGVx765lQ",negatif
"[IR WHAT NEWS/MARCH EDITION]
••
Hi HI’ers!

Pada bulan ini banyak kejadian-kejadian menarik dan penting yang perlu kita tahu nih sebagai Mahasiswa Hubungan Internasional mulai dari dicoretnya Indonesia sebagai tuan rumah Piala Dunia U-20 2023 https://t.co/ZIicsAjZ6w",positif
Batalnya gelaran Piala Dunia U-20 di Indonesia diprediksi menurunkan elektabilitas Ganjar Pranowo https://t.co/A68hRLgGqV,netral
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Pakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/rhMHbRqD5F",negatif
"Ketua Umum Persatuan Sepak Bola Indonesia (PSSI), Erick Thohir (Etho), tengah berupaya untuk menyelamatkan sepak bola Indonesia dari ancaman sanksi dari FIFA. Hal ini setelah Piala Dunia U-20 dibatalkan di Indonesia dan memicu kemungkinan adanya sanksi… https://t.co/BctVRDhB2A",negatif
Mau ribut sampai kapan soal piala dunia U-20 .. di undang undang kita aja ada kok .. #pialaduniau20 https://t.co/PS5DVl0lHY,netral
"Ketiga, adanya kerugian materiil akibat dana negara telah dikeluarkan untuk persiapan penyelenggaraan Piala Dunia U-20
AHY Dukung Timnas
https://t.co/hMWqmkXxQD",positif
"Para pemain timnas u-20 sangat mraskan kcewa lntaran bt4lnya gelaran piala dunia yg akan dilaksanakan di Indonesia 
#KamiSudahBerkorban https://t.co/eFzuPsql1Y",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/CJPWml2flg",positif
"PSSI Update Sanksi FIFA Soal Piala Dunia U-20 yang Batal Digelar di Indonesia, Erick Thohir: Saya Menunggu...

Onad hary Tanoesoedibjo Liverpool FIFA Lebay Dilan Billboard Kanjuruhan Baju Pita Sore Man City

https://t.co/hgqtjJRE3c",netral
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/PQIuzMzHLE",positif
"When atlit 2 Israel dpt brmain di Indonesia utk cabang olahraga lain, knp TDK utk sepakbola?
Dlm hal ini mnjdikan Para pemain sepakbola sangat berduka akan btalnya gelaran piala dunia u-20 di Indonesia..
#KamiSudahBerkorban https://t.co/ld5V2Iv1OX",negatif
"Silahkan simak ulasan Mba Nana diatas, Supaya netizen sadar dan tidak terlalu menyalahkan politikus2 yg keras menolak israel ikut piala dunia U 20 di indonesia

----------
Lebay Hary Tanoesoedibjo Sore Liverpool Kanjuruhan Pengusaha FIFA Dilan Dilarang Israel https://t.co/ZjZkqS085t",negatif
"4 Kerugian Akibat Gagalnya Piala Dunia U-20 Menurut Ketum @AgusYudhoyono
AHY Dukung Timnas
https://t.co/nLfyQikIjU",negatif
"AM Hendropriyono Tanggapi Soal Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20: Kita Itu Hidup di Zaman.. 

#AMHendropriyono #PSSI #FIFA #U20Lenyap 
https://t.co/D5SvBAtjGi",negatif
"Pulang Terawehan tadi ketemu Fuck Amali di perjalanan, eh dia malah curhat pengen Indonesia biar tetep ikut Piala Dunia U-20 padahal udah batal jadi tuan rumah dan gak layak kualifikasi pula.",negatif
"Buntut Gagalnya Piala Dunia U-20 di RI, Ganjar Mulai Ditinggalkan Pendukung: Kecewa Saya, Pak!
https://t.co/VWv6mDz2FX",negatif
"AHY Sentil Gagalnya piala Dunia U-20
AHY Dukung Timnas
https://t.co/AogYe9WIbK",negatif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Pakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/jxDAdJxyKe",negatif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/zT1Zfc1gQy",negatif
"Aksi Brutal Tentara Israel Serang Final Piala Liga Palestina, FIFA Larang Timnas Israel U-20 Main di Piala Dunia U-20 2023? https://t.co/rxmrEi0Zgz lewat @okezonenews",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/avCZUuoW7y",positif
"Ketum PSSI, Erick Thohir menyebut faktor keamanan dalam pertandingan menjadi alasan utama FIFA membatakkan Indonesia sebagai tuan rumah Piala Dunia U-20. standar keselamatan dalam lapangan maupun di luar harus ditingkatkan secepatnya. Siap yang kemarin nyalahin pak Ganjar Pranowo https://t.co/ZxcZdQ85Az",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/ALom9VXGdE",netral
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/u0sQoqYAJi",positif
"@chusnuIch_ Bodo amat, sy ga akan pilih dia, krn picik mslh piala Dunia u 20",negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/0AWT53f8mz",positif
@Miduk17 FIFA membatalkan Indonesia sebagai tuan rumah piala dunia U-20 bukan soal penolakan terhadap tim Israel baca situs resmi FIFA alasan utama soal tragedi kanjuruan.,negatif
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/eytT8iCEkG",positif
"AHY Sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/V3eEao22sT",netral
"Soal piala dunia U-20, AHY: Kita malu karena tak mampu selesaikan situasi internal
AHY Dukung Timnas
https://t.co/uB6yvzHGI1",positif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/l4vhnUX2Kb",positif
"Seberkas Kisah Erick Thohir dan Piala Dunia U-20: Berdoa, Menangis Hingga Unggah Gambar Hitam

Lebay Hary Tanoesoedibjo Sore Liverpool Kanjuruhan Pengusaha FIFA Dilan Dilarang Israel https://t.co/GgetciZV81",negatif
"AHY Sentil Gagalnya piala Dunia U-20
AHY Dukung Timnas
https://t.co/iDAAlizpWp",negatif
Kapten tim Persik Kediri Arthur Irawan mengaku sedih lantaran Indonesia batal menjadi tuan rumah Piala Dunia U-20. https://t.co/GxsDNdItHX,negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/Kmyf4GcPLz",negatif
"MENYESATKAN, FIFA Putuskan Indonesia Tetap Jadi Tuan Rumah Piala Dunia U-20 Dengan Syarat Ini #U20WC #pialaduniau20 #PialaDuniaU20Indonesia #FIFA #cekfakta

https://t.co/3g6U7khOBU",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/lNpPviZ9jY",negatif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/K5mqmT80NM",negatif
"AHY Sentil Gagalnya piala Dunia U-20
AHY Dukung Timnas
https://t.co/MWhOmJTjSO",negatif
"Tanggapan Agus Yudhoyono soal gagalnya Indonesia menjadi tuan rumah Piala Dunia U-20.
AHY Dukung Timnas
https://t.co/Pol8PZdcox",negatif
"AHY Sesalkan Piala Dunia U-20 Gagal di Indonesia #PialaDuniaU-20
AHY Dukung Timnas
https://t.co/fJTCUgNFaq",negatif
"Menyesatkan, FIFA Putuskan Indonesia Tetap Jadi Tuan Rumah Piala Dunia U-20 Dengan Syarat Ini https://t.co/y55Gimj95g #TempoCekFakta #CekFakta",negatif
"@detikcom SEPAKBOLA RUBICON. Timnas U-20 masuk final Piala Dunia krn Indonesia jadi tuan rumah. Bukan krn prestasi mereka berjuang dr babak kualifikasi.

Jika terlalu bangga atau terlalu sedih ketika batal, mereka tak beda dr remaja yg suka pamer Rubicon hanya krn ayahnya kaya &amp; bisa beli.",positif
"AHY Sesalkan Gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/by25HUeYRU",negatif
"Setelah gagal jadi tuan rumah Piala Dunia U-20 2023, Ketua Asprov PSSI Bali: Rasanya seperti kehilangan karakter dan identitas

https://t.co/19asbZAsqV",negatif
"FIFA secara resmi mencabut status Indonesia sebagai tuan rumah Piala Dunia U-20, Indonesia pun dipastikan menelan rugi hingga triliunan rupiah. Berikut ulasan selengkapnya. https://t.co/ns6OyEQSsE https://t.co/3AQZHzKFWv",negatif
Shin Tae-Yong tidak Mampu Berkata lagi terkait Piala Dunia U-20 https://t.co/dsggslFMlh,netral
"sejujurnya, memang Indonesia tidak pantas jadi tuan rumah piala dunia u-20 2023, karena:
1. pembantaian penonton oleh polisi di kanjuruhan.
2. penegakan hukum kasus kanjuruhan yang lemah.
3. gubernur masing-masing daerah menolak,gubernur bali menolak, gubernur jawa tengah menolak",negatif
"Ternyata Ini Alasan FIFA Coret Indonesia jadi Tuan Rumah Piala Dunia U-20 2023
https://t.co/NlmthJVis3",netral
"AHY sesalkan Indonesia Batal Selenggarakan Piala Dunia U-20: Dampaknya Pada Nama Baik Negara
AHY Dukung Timnas
https://t.co/nrCOLM1uPJ",positif
"AHY Sentil Pemerintah Piala Dunia U-20 Batal: Jangan Dipakai Naikkan Elektabilitas
AHY Dukung Timnas
https://t.co/DovF8w2jyD",positif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/BUkU6ASgqQ",negatif
"Indonesia Rugi Rp3,7 Triliun Gara-gara Gagal Jadi Tuan Rumah Piala Dunia U-20 →https://t.co/5Lqgyd2T7y 
@sandiuno @Kemenparekraf @PSSI https://t.co/kGObImEinL",negatif
"@en_jeu_L @ganjarpranowo Bagus banget mba kritik nya, semoga aja yaa nanti Pak Ganjar bisa bikin piala dunia U-20 jadi Indonesia 😁🤭 soalnya Pak Ganjar berpengaruh banget si, sampe keputusan FIFA aja Pak Ganjar yang disalahin 🤣🤣",positif
"Ketua Umum PSSI, Erick Thohir menyebut FIFA melihat ada sebuah intervensi menyusul pembatalan Indonesia sebagai tuan rumah Piala Dunia U-20 2023. Erick mengatakan itu karena tahu FIFA sering memberi hukuman jika ada intervensi dari pemerintah. https://t.co/RFVcWIQlpc",negatif
"AHY sesalkan gagalnya Piala Dunia U-20
AHY Dukung Timnas
https://t.co/MHx6Yrog9B",negatif
